-93.59	-24.03	25.76
52.81	80.95	25.67
15.72	-95.39	25.57
-76.03	59.75	25.48
96.45	7.29	25.38
-66.23	-70.53	25.29
1.22	96.77	25.19
64.47	-72.21	25.1
-96.34	9.72	25
77.63	57.91	24.9
-18.15	-95.16	24.81
-50.89	82.46	24.71
93.24	-26.46	24.62
-86.65	-43.47	24.52
34.56	90.6	24.43
35.71	-90.18	24.33
-87.26	42.41	24.24
93.02	27.66	24.14
-49.93	-83.24	24.05
-19.39	95.13	23.95
78.57	-57.08	23.86
-96.52	-10.96	23.76
63.79	73.28	23.67
2.44	-97.15	23.57
-67.43	70.02	23.48
97.04	-6.11	23.38
-75.71	-61.04	23.29
14.61	96.17	23.19
54.18	-80.81	23.1
-94.56	23.02	23
85.3	46.89	22.9
-31.25	-92.21	22.81
-39.24	89.13	22.71
89.15	-39.25	22.62
-92.28	-31.27	22.52
46.95	85.4	22.43
23.05	-94.71	22.33
-80.98	54.29	22.24
96.41	14.65	22.14
-61.22	-75.93	22.05
-6.13	97.37	21.95
70.29	-67.69	21.86
-97.57	2.45	21.76
73.63	64.1	21.67
-11.02	-97.02	21.57
-57.41	79.01	21.48
95.72	-19.51	21.38
-83.79	-50.27	21.29
27.85	93.68	21.19
42.73	-87.92	21.1
-90.9	35.99	21
91.37	34.85	20.9
-43.86	-87.43	20.81
-26.7	94.12	20.71
83.27	-51.39	20.62
-96.14	-18.34	20.52
58.53	78.47	20.43
9.83	-97.42	20.33
-73.05	65.22	20.24
97.94	1.23	20.14
-71.42	-67.06	20.05
7.38	97.71	19.95
60.56	-77.06	19.86
-96.72	15.94	19.76
82.12	53.57	19.67
-24.39	-94.99	19.57
-46.17	86.54	19.48
92.51	-32.65	19.38
-90.3	-38.4	19.29
40.67	89.32	19.19
30.33	-93.36	19.1
-85.43	48.38	19
95.7	22.02	18.9
-55.71	-80.88	18.81
-13.54	97.3	18.71
75.7	-62.63	18.62
-98.15	-4.94	18.52
69.06	69.93	18.43
-3.71	-98.24	18.33
-63.62	74.97	18.24
97.56	-12.33	18.14
-80.29	-56.81	18.05
20.86	96.14	17.95
49.55	-85	17.86
-93.97	29.23	17.76
89.06	41.91	17.67
-37.39	-91.07	17.57
-33.93	92.43	17.48
87.46	-45.26	17.38
-95.08	-25.69	17.29
52.79	83.18	17.19
17.24	-97.01	17.1
-78.24	59.91	17
98.18	8.66	16.9
-66.57	-72.7	16.81
0	98.59	16.71
66.59	-72.73	16.62
-98.24	8.66	16.52
78.32	59.97	16.43
-17.27	-97.13	16.33
-52.87	83.31	16.24
95.27	-25.74	16.14
-87.66	-45.36	16.05
34.02	92.67	15.95
37.5	-91.34	15.86
-89.35	42.05	15.76
94.31	29.34	15.67
-49.75	-85.34	15.57
-20.95	96.55	15.48
80.66	-57.07	15.38
-98.05	-12.39	15.29
63.95	75.36	15.19
3.73	-98.78	15.1
-69.47	70.35	15
98.76	-4.97	14.9
-76.2	-63.04	14.81
13.63	97.97	14.71
56.12	-81.47	14.62
-96.42	22.19	14.52
86.11	48.76	14.43
-30.58	-94.12	14.33
-41.02	90.08	14.24
91.1	-38.74	14.14
-93.36	-32.95	14.05
46.61	87.37	13.95
24.63	-95.92	13.86
-82.96	54.12	13.76
97.74	16.11	13.67
-61.21	-77.9	13.57
-7.46	98.81	13.48
72.24	-67.84	13.38
-99.11	1.25	13.29
73.94	66.02	13.19
-9.95	-98.64	13.1
-59.28	79.48	13
97.41	-18.58	12.9
-84.4	-52.08	12.81
27.07	95.42	12.71
44.48	-88.67	12.62
-92.7	35.36	12.52
92.26	36.53	12.43
-43.38	-89.25	12.33
-28.29	95.13	12.24
85.12	-51.06	12.14
-97.27	-19.83	12.05
58.36	80.32	11.95
11.21	-98.66	11.86
-74.9	65.2	11.76
99.29	2.5	11.67
-71.55	-68.9	11.57
6.24	99.14	11.48
62.36	-77.34	11.38
-98.23	14.93	11.29
82.54	55.34	11.19
-23.5	-96.56	11.1
-47.88	87.1	11
94.15	-31.9	10.9
-90.99	-40.05	10.81
40.06	91	10.71
31.91	-94.17	10.62
-87.14	47.91	10.52
96.63	23.52	10.43
-55.39	-82.61	10.33
-14.94	98.35	10.24
77.44	-62.45	10.14
-99.3	-6.25	10.05
69.02	71.67	9.95
-2.5	-99.48	9.86
-65.34	75.06	9.76
98.9	-11.23	9.67
-80.53	-58.51	9.57
19.88	97.54	9.48
51.22	-85.37	9.38
-95.44	28.38	9.29
89.56	43.53	9.19
-36.66	-92.59	9.1
-35.5	93.05	9
89.03	-44.66	8.9
-95.83	-27.19	8.81
52.32	84.78	8.71
18.67	-97.86	8.62
-79.86	59.57	8.52
99.14	10	8.43
-66.37	-74.33	8.33
-1.25	99.65	8.24
68.23	-72.65	8.14
-99.39	7.51	8.05
78.38	61.59	7.95
-16.21	-98.36	7.86
-54.47	83.5	7.76
96.57	-24.8	7.67
-87.98	-46.94	7.57
33.19	94.04	7.48
39.03	-91.77	7.38
-90.77	41.33	7.29
94.86	30.82	7.19
-49.15	-86.8	7.1
-22.37	97.21	7
82.16	-56.59	6.9
-98.82	-13.75	6.81
63.6	76.88	6.71
5.01	-99.65	6.62
-71	70.12	6.52
99.72	-3.76	6.43
-76.09	-64.58	6.33
12.51	99.02	6.24
57.65	-81.48	6.14
-97.55	21.16	6.05
86.24	50.27	5.95
-29.65	-95.32	5.86
-42.51	90.33	5.76
92.36	-37.92	5.67
-93.73	-34.41	5.57
45.89	88.68	5.48
26.05	-96.4	5.38
-84.31	53.51	5.29
98.32	17.48	5.19
-60.71	-79.3	5.1
-8.77	99.49	5
73.66	-67.45	4.9
-99.88	0	4.81
73.67	67.46	4.71
-8.78	-99.51	4.62
-60.73	79.32	4.52
98.36	-17.49	4.43
-84.35	-53.53	4.33
26.06	96.45	4.24
45.92	-88.74	4.14
-93.8	34.44	4.05
92.44	37.95	3.95
-42.55	-90.42	3.86
-29.68	95.42	3.76
86.33	-50.33	3.67
-97.66	-21.19	3.57
57.72	81.58	3.48
12.53	-99.15	3.38
-76.2	64.67	3.29
99.88	3.77	3.19
-71.12	-70.23	3.1
5.02	99.83	3
63.72	-77.02	2.9
-99.01	13.77	2.81
82.32	56.71	2.71
-22.42	-97.42	2.62
-49.26	86.99	2.52
95.08	-30.89	2.43
-90.99	-41.43	2.33
39.13	92	2.24
33.27	-94.28	2.14
-88.21	47.06	2.05
96.84	24.86	1.95
